Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,SoT,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasMedCmp,PasMedAtt,PasLonCmp,PasLonAtt,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToTkl,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,OG,Recov,AerWon,AerLost,Market Value,Market Value Euros,90s,SoT%,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,TklDri%,ToSuc%,ToTkl%,AerWon%,Market Value Log,Goals_per90,Assists_per90,SCA_per90,GCA_per90,PasProg_per90,Carries_per90,Tkl_per90,Int_per90,Age_Premium,Superstar_Index,Elite_Market_Signal,Potential_Score
Marko Dmitrovi?,SRB,GK,Sevilla,La Liga,31,3,2,225,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,40.0,862.0,640.4,4.8,4.8,14.0,14.0,10.0,20.8,0.0,0.0,0.4,0.0,0.0,0.0,40.0,27.2,12.4,5.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,44.4,36.0,44.0,0.4,0.0,0.0,44.4,0.0,0.0,0.0,23.2,98.0,53.6,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.2,0.4,0.0,€800k,800000.0,2.5,0.0,72.0,100.0,100.0,48.07692307692307,0.0,0.0,0.0,100.0,13.592368256649284,0.0,0.0,0.0,0.0,0.0,9.28,0.0,0.0,1.0,0.0,0.0,4
Marko Lazeti?,SRB,FW,Milan,Serie A,19,1,0,9,0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,10.0,10.0,180.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,20.0,10.0,40.0,0.0,0.0,0.0,20.0,50.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,€800k,800000.0,0.1,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.592368256649284,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,1.8,0.0,0.0,10
Marko Milovanovi?,SRB,FW,Almería,La Liga,19,2,0,15,0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,20.0,45.0,265.0,35.0,5.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,5.0,25.0,30.0,5.0,60.0,0.0,0.0,0.0,25.0,100.0,40.0,0.0,5.0,0.0,0.0,15.0,50.0,15.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,€2.00m,2000000.0,0.16666666666666666,0.0,44.44444444444444,50.0,50.0,0.0,0.0,0.0,0.0,62.5,14.508658238524095,0.0,0.0,30.0,0.0,30.0,150.0,0.0,0.0,1.8,9.0,16.2,10
Marko Pjaca,CRO,MFFW,Empoli,Serie A,27,10,5,407,0,0.44,0.0,0.0,18.5,0.0,0.0,0.0,32.4,40.9,510.7,122.9,16.9,20.4,10.7,13.6,3.11,4.44,0.0,1.78,2.89,1.33,0.67,2.22,40.9,36.2,4.67,0.89,0.0,0.0,3.56,0.0,2.67,1.11,0.89,0.0,32.4,0.0,0.67,4.0,2.67,0.44,0.22,0.44,0.22,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.44,0.22,0.22,0.22,0.0,0.44,0.89,0.44,0.22,0.0,0.22,0.22,0.67,0.0,0.0,52.9,0.22,4.89,26.0,22.0,2.89,52.9,5.33,1.78,2.89,28.9,188.9,97.8,3.33,1.33,1.56,2.0,3.11,40.0,4.44,0.0,0.0,0.0,0.0,1.11,0.22,3.56,0.22,0.0,0.0,4.67,0.89,1.33,€2.00m,2000000.0,4.522222222222222,0.0,79.21760391198043,82.84313725490196,78.67647058823529,70.04504504504504,49.43820224719101,33.39587242026266,54.22138836772983,40.09009009009009,14.508658238524095,0.0,0.0,0.8845208845208845,0.04864864864864865,0.49090909090909096,6.3906633906633905,0.0972972972972973,0.04864864864864865,1.0,0.23329238329238333,0.23329238329238333,4
Marlon,BRA,DF,Monza,Serie A,27,17,13,1066,0,0.08,0.0,0.0,11.6,0.0,0.0,0.0,54.4,59.1,961.1,340.7,22.0,23.6,28.5,30.0,3.39,4.41,0.0,0.08,4.66,0.42,0.17,3.73,59.1,55.8,3.22,2.12,0.0,0.17,0.25,0.59,0.0,0.0,0.0,0.0,54.4,0.0,0.08,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,1.02,0.85,0.85,0.0,0.76,1.36,0.59,0.59,0.17,0.42,1.27,2.97,2.88,0.0,67.7,6.02,30.1,35.2,2.63,0.42,67.7,0.17,0.0,0.17,38.3,197.2,103.6,1.1,0.59,0.0,0.17,0.08,47.8,0.85,0.25,0.0,0.0,1.1,0.34,0.0,0.25,1.02,0.0,0.08,3.98,2.2,1.02,€2.50m,2500000.0,11.844444444444445,0.0,92.04737732656514,93.22033898305084,95.0,76.87074829931973,55.88235294117647,0.0,100.0,68.32298136645963,14.731801689838349,0.0,0.0,0.028705440900562852,0.0,0.3149155722326454,3.2335834896810502,0.14268292682926828,0.1072232645403377,1.0,0.03723264540337711,0.03723264540337711,4
Marlos Moreno,COL,MFDF,Troyes,Ligue 1,26,2,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,400.0,100.0,20.0,20.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,30.0,10.0,10.0,10.0,0.0,0.0,20.0,0.0,0.0,80.0,0.0,40.0,30.0,10.0,0.0,80.0,10.0,0.0,0.0,50.0,300.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,10.0,€500k,500000.0,0.14444444444444443,0.0,75.0,100.0,100.0,0.0,66.66666666666666,0.0,0.0,50.0,13.122365377402328,0.0,0.0,0.0,0.0,69.23076923076924,346.1538461538462,138.46153846153848,0.0,1.0,6.923076923076924,6.923076923076924,4
Marquinhos,BRA,MF,Arsenal,Premier League,19,23,20,1825,2,0.2,10.0,10.0,3.9,0.0,0.0,0.0,70.8,75.1,1245.5,436.5,28.2,30.1,36.1,37.1,4.98,5.86,0.0,0.2,2.91,0.05,0.0,2.91,75.1,73.0,1.82,1.23,0.15,0.2,0.0,0.3,0.0,0.0,0.0,0.0,70.8,0.2,0.25,0.54,0.39,0.05,0.0,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.89,0.59,0.54,0.3,0.05,0.59,0.79,0.2,1.18,0.74,0.44,0.84,1.72,2.61,0.1,82.2,9.95,34.1,45.0,3.36,1.33,82.2,0.0,0.0,0.0,67.0,318.1,164.8,0.05,0.39,0.05,0.34,0.15,64.7,0.39,0.1,0.0,0.0,0.34,0.39,0.0,0.0,0.59,0.0,0.05,5.67,1.08,0.84,€30.00m,30000000.0,20.27777777777778,10.0,94.27430093209055,93.687707641196,97.30458221024259,84.98293515358361,74.68354430379746,0.0,0.0,56.250000000000014,17.216707972959764,0.09863013698630137,0.0,0.02663013698630137,0.002465753424657534,0.1435068493150685,3.304109589041096,0.04389041095890411,0.041424657534246574,1.8,0.05456712328767123,0.09822082191780822,10
Marshall Munetsi,ZIM,MF,Reims,Ligue 1,26,19,16,1437,3,0.63,4.761904761904762,4.761904761904762,17.8,0.0,0.0,0.0,22.2,30.1,359.8,120.6,10.9,13.7,7.88,9.88,2.19,4.13,0.06,0.94,2.63,0.31,0.06,3.0,30.1,29.9,0.19,0.19,0.19,0.19,0.69,0.0,0.0,0.0,0.0,0.0,22.2,0.0,1.0,2.44,1.75,0.0,0.13,0.19,0.31,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.94,0.56,1.31,0.25,0.88,1.81,0.94,1.19,0.31,0.88,1.06,3.19,1.63,0.0,42.3,2.38,9.56,23.0,10.6,2.44,42.3,1.63,0.75,0.63,28.4,144.6,64.5,1.13,0.63,0.13,2.0,0.63,25.3,2.06,0.25,0.0,0.0,1.88,1.5,0.13,0.69,0.94,0.0,0.0,5.75,1.75,1.31,€12.00m,12000000.0,15.966666666666667,21.0,73.75415282392026,79.56204379562044,79.75708502024291,53.026634382566584,48.61878453038674,46.012269938650306,38.650306748466264,57.18954248366013,16.300417291085605,0.18789144050104384,0.0037578288100208767,0.15281837160751566,0.0,0.18789144050104384,1.778705636743215,0.13340292275574112,0.06638830897703549,1.0,0.11586638830897703,0.11586638830897703,4
Marten de Roon,NED,MF,Atalanta,Serie A,31,20,19,1614,0,0.06,0.0,0.0,21.5,0.0,0.0,0.0,43.1,52.6,814.1,241.2,16.6,18.7,20.9,24.6,4.69,7.09,0.06,0.45,3.97,0.39,0.0,4.41,52.6,50.2,2.29,1.62,0.0,0.89,0.45,0.45,0.0,0.0,0.0,0.0,43.1,0.11,0.56,1.45,1.28,0.0,0.0,0.0,0.11,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.84,0.89,0.89,0.95,0.0,1.06,2.12,1.06,1.06,0.11,0.95,1.23,3.07,2.18,0.0,61.2,4.25,19.4,33.7,8.21,0.39,61.2,0.17,0.06,0.11,30.5,122.0,52.8,0.34,0.84,0.0,0.56,0.45,36.0,0.34,0.28,0.0,0.0,1.34,0.78,0.0,0.45,0.89,0.0,0.0,6.7,1.45,1.01,€3.50m,3500000.0,17.933333333333334,0.0,81.93916349809885,88.77005347593584,84.95934959349593,66.14950634696757,50.0,35.29411764705882,64.70588235294117,58.94308943089431,15.068273812173887,0.0,0.0033457249070631967,0.08085501858736059,0.0033457249070631967,0.24591078066914498,1.7007434944237918,0.10260223048327138,0.06858736059479553,1.0,0.04193308550185874,0.04193308550185874,4
Martin Adeline,FRA,MFFW,Reims,Ligue 1,19,5,0,107,0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,24.2,34.2,325.0,77.5,10.0,15.0,9.17,11.7,0.83,2.5,0.0,0.0,1.67,0.0,0.0,2.5,34.2,31.7,2.5,0.83,0.0,0.0,0.0,0.83,0.83,0.0,0.0,0.0,24.2,0.0,0.83,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,1.67,0.83,0.0,2.5,3.33,0.83,2.5,0.83,1.67,2.5,5.0,2.5,0.0,49.2,3.33,18.3,18.3,13.3,0.83,49.2,2.5,0.83,1.67,25.8,144.2,69.2,0.83,0.0,0.0,3.33,1.67,22.5,0.83,1.67,0.0,0.0,4.17,0.0,0.0,0.0,2.5,0.0,0.0,9.17,5.0,4.17,€5.00m,5000000.0,1.1888888888888889,0.0,70.76023391812865,66.66666666666666,78.37606837606837,33.199999999999996,75.07507507507508,33.199999999999996,66.8,54.52562704471101,15.424948670398354,0.0,0.0,1.4046728971962616,0.0,2.102803738317757,21.700934579439252,2.102803738317757,2.102803738317757,1.8,0.49121495327102804,0.8841869158878505,10
Martin Braithwaite,DEN,FWMF,Espanyol,La Liga,31,15,15,1187,5,1.06,4.716981132075471,4.716981132075471,16.4,0.08,0.0,0.0,10.6,16.5,142.3,32.6,6.97,9.32,2.2,3.71,0.68,1.14,0.08,0.45,0.83,0.45,0.08,1.89,16.5,16.2,0.23,0.0,0.0,0.15,0.91,0.0,0.0,0.0,0.0,0.0,10.6,0.08,0.83,1.67,1.06,0.0,0.08,0.3,0.23,0.0,0.3,0.15,0.0,0.0,0.15,0.0,0.0,0.61,0.08,0.15,0.23,0.23,0.3,0.53,0.23,0.53,0.0,0.53,0.23,0.83,0.45,0.0,26.1,0.38,2.5,9.7,14.2,2.88,26.1,2.12,0.61,1.06,15.0,77.7,37.1,0.98,0.91,0.45,1.82,0.76,19.2,4.7,0.15,0.08,0.0,0.76,1.59,0.53,0.91,0.08,0.0,0.0,2.05,1.67,2.35,€1.50m,1500000.0,13.188888888888888,21.200000000000003,64.24242424242425,74.78540772532189,59.299191374663074,59.64912280701755,56.60377358490566,28.77358490566038,50.0,41.542288557213936,14.220976332738882,0.37910699241786017,0.006065711878685763,0.1266217354675653,0.02274641954507161,0.14330244313395113,1.1373209772535806,0.04625105307497894,0.01743892165122157,1.0,0.1769671440606571,0.1769671440606571,4
Martin Erlic,CRO,DF,Sassuolo,Serie A,25,14,14,1221,0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,41.0,47.1,889.7,284.8,11.0,11.9,22.4,24.1,7.43,10.3,0.0,0.0,1.84,0.0,0.0,2.28,47.1,44.9,2.06,1.91,0.0,0.81,0.0,0.15,0.0,0.0,0.0,0.0,41.0,0.07,0.37,0.51,0.37,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.59,0.59,0.29,0.07,0.44,0.96,0.51,1.69,0.96,0.74,1.25,2.21,4.34,0.0,57.1,7.06,31.8,25.1,0.37,0.07,57.1,0.07,0.0,0.07,33.3,152.7,75.4,0.22,0.07,0.07,0.44,0.07,35.6,0.0,0.15,0.0,0.0,0.88,0.59,0.0,0.0,0.59,0.0,0.0,4.63,1.4,1.32,€4.00m,4000000.0,13.566666666666666,0.0,87.04883227176221,92.43697478991596,92.9460580912863,72.13592233009707,45.833333333333336,0.0,100.0,51.47058823529412,15.201805169084134,0.0,0.0,0.037592137592137594,0.0,0.16805896805896806,2.4545454545454546,0.07076167076167077,0.09213759213759214,1.4,0.024324324324324326,0.03405405405405405,4
Martin Hongla,CMR,MF,Hellas Verona,Serie A,24,10,7,606,0,0.34,0.0,0.0,14.05,0.0,0.0,0.0,55.3,77.7,1138.4,384.3,17.369999999999997,21.69,28.5,34.2,7.47,17.07,0.0,0.52,6.43,0.34,0.17,6.359999999999999,77.7,73.0,2.49,1.9700000000000002,0.0,1.6300000000000001,2.49,0.17,0.0,0.0,0.0,0.0,55.3,2.22,0.17,3.01,1.55,1.11,0.17,0.17,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.38,0.86,0.69,0.69,0.0,0.86,0.86,0.0,1.21,0.17,1.03,1.03,2.41,1.55,0.0,87.8,2.07,35.8,42.3,11.530000000000001,0.52,87.8,2.41,1.38,1.03,55.9,271.6,146.2,1.03,0.69,0.17,1.8,0.52,54.3,1.72,1.8,0.0,0.0,4.12,0.69,0.0,2.49,0.86,0.0,0.0,11.61,1.9700000000000002,2.49,€1.20m,1200000.0,6.733333333333333,0.0,71.17117117117117,80.0829875518672,83.33333333333333,43.760984182776795,100.0,57.26141078838174,42.738589211618255,44.17040358744394,13.997832948091215,0.0,0.0,0.447029702970297,0.02524752475247525,0.9445544554455445,8.301980198019802,0.20495049504950494,0.15297029702970297,1.4,0.18764851485148515,0.26270792079207916,7
Martin Satriano,URU,FW,Empoli,Serie A,21,20,16,1239,1,0.58,1.7241379310344829,1.7241379310344829,16.5,0.0,0.0,0.0,14.1,20.5,190.3,36.4,7.83,10.1,4.42,6.45,0.58,1.23,0.07,0.72,0.94,0.51,0.07,1.3,20.5,19.9,0.58,0.0,0.07,0.07,0.94,0.43,0.0,0.0,0.0,0.0,14.1,0.07,0.58,1.67,1.23,0.0,0.07,0.14,0.22,0.0,0.22,0.14,0.0,0.0,0.07,0.0,0.0,0.72,0.43,0.22,0.43,0.07,0.29,0.51,0.22,0.36,0.0,0.36,0.14,0.87,0.94,0.0,32.0,0.8,3.33,14.3,15.0,3.84,32.0,2.46,0.65,1.67,17.9,99.2,39.3,1.59,1.38,0.58,2.75,2.25,24.5,6.38,0.22,0.0,0.0,1.01,1.52,0.29,0.94,0.43,0.0,0.0,2.9,2.32,2.46,€6.00m,6000000.0,13.766666666666667,57.99999999999999,68.78048780487805,77.52475247524752,68.52713178294574,47.15447154471544,56.86274509803921,26.422764227642276,67.88617886178862,48.53556485355649,15.607270193858982,0.07263922518159806,0.005084745762711865,0.12130750605326875,0.015980629539951573,0.09443099273607748,1.3002421307506051,0.0523002421307506,0.01016949152542373,1.8,0.06254237288135593,0.11257627118644067,10
Martin Terrier,FRA,FWMF,Rennes,Ligue 1,25,16,16,1319,9,1.84,4.891304347826087,4.891304347826087,15.2,0.0,0.0,0.0,30.4,41.0,462.2,106.2,15.6,20.5,9.93,12.7,2.59,3.54,0.27,1.77,2.65,1.02,0.2,4.08,41.0,40.3,0.61,0.14,0.34,0.34,0.88,0.07,0.0,0.0,0.0,0.0,30.4,0.07,1.16,3.81,2.93,0.0,0.2,0.54,0.07,0.07,0.61,0.41,0.0,0.07,0.07,0.07,0.0,1.7,0.75,0.48,0.61,0.61,0.88,1.63,0.75,1.02,0.14,0.88,0.95,2.65,0.41,0.0,53.2,0.82,4.42,24.6,24.6,5.78,53.2,1.77,0.61,0.95,39.5,223.3,85.3,2.31,2.24,0.61,1.77,1.02,40.2,9.32,0.0,0.0,0.0,0.82,1.63,0.41,0.88,0.75,0.0,0.0,3.95,4.29,2.52,€12.00m,12000000.0,14.655555555555555,20.444444444444446,74.14634146341463,76.09756097560975,78.18897637795276,73.1638418079096,53.987730061349694,34.463276836158194,53.67231638418078,62.99559471365639,16.300417291085605,0.6141015921152388,0.018423047763457167,0.2599696739954511,0.041622441243366184,0.2783927217589083,2.695223654283548,0.11599696739954511,0.06482183472327521,1.4,0.304696739954511,0.4265754359363154,4
Martin Valjent,SVK,DF,Mallorca,La Liga,27,18,18,1598,0,0.0,0.0,0.0,37.9,0.0,0.0,0.0,32.3,40.1,623.7,259.5,12.9,14.2,14.9,17.0,4.21,7.7,0.0,0.11,2.08,0.11,0.06,1.91,40.1,37.6,2.25,1.91,0.0,0.9,0.28,0.34,0.0,0.0,0.0,0.0,32.3,0.22,0.62,0.17,0.11,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.96,0.67,0.62,0.34,0.0,0.51,0.67,0.17,1.57,0.62,0.96,0.96,1.91,3.93,0.0,48.1,6.18,26.0,21.0,1.63,0.06,48.1,0.06,0.0,0.06,26.3,121.6,61.1,0.39,0.34,0.06,0.17,0.0,28.1,0.11,0.39,0.0,0.0,1.07,0.22,0.0,0.28,0.67,0.0,0.0,3.71,0.9,0.34,€4.50m,4500000.0,17.755555555555556,0.0,80.54862842892767,90.84507042253523,87.6470588235294,54.675324675324674,76.11940298507463,0.0,100.0,72.58064516129032,15.319588176962746,0.0,0.0,0.009574468085106383,0.003379224030037547,0.10757196495619524,1.481226533166458,0.05406758448060075,0.05406758448060075,1.0,0.013178973717146433,0.013178973717146433,4
Martin Ødegaard,NOR,MF,Arsenal,Premier League,24,20,20,1684,8,0.86,9.30232558139535,9.30232558139535,18.9,0.27,0.0,0.0,38.3,48.4,595.1,181.2,19.7,22.5,13.5,17.0,3.21,4.97,0.27,2.3,3.53,2.51,0.11,7.54,48.4,44.7,3.53,2.62,0.8,0.21,2.51,0.32,0.59,0.21,0.21,0.05,38.3,0.16,1.23,5.08,3.53,0.7,0.11,0.48,0.16,0.11,0.64,0.53,0.0,0.0,0.11,0.0,0.0,1.02,0.7,0.37,0.48,0.16,0.21,0.91,0.7,0.48,0.11,0.37,0.16,1.18,0.37,0.0,56.8,0.86,5.61,23.7,28.2,4.06,56.8,2.25,1.28,0.8,33.0,183.0,83.9,2.78,1.71,0.96,1.23,1.5,40.5,5.08,0.16,0.0,0.0,1.02,0.8,0.05,2.51,0.7,0.0,0.0,5.19,0.48,0.7,€65.00m,65000000.0,18.711111111111112,10.75,79.13223140495867,87.55555555555556,79.41176470588235,64.58752515090544,23.076923076923077,56.888888888888886,35.55555555555556,40.67796610169492,17.989897843244528,0.42755344418052255,0.014429928741092637,0.27149643705463183,0.0342042755344418,0.4029691211401425,1.7636579572446556,0.054513064133016625,0.00855106888361045,1.4,0.2522565320665083,0.35315914489311157,7
Martinelli,BRA,FW,Arsenal,Premier League,21,21,21,1726,7,0.94,7.446808510638299,7.446808510638299,16.5,0.1,0.0,0.0,26.8,36.7,428.4,91.5,14.0,16.5,9.58,12.0,2.4,4.95,0.1,1.93,1.25,1.41,0.16,3.44,36.7,32.8,3.65,0.47,0.21,0.1,4.53,0.47,2.71,1.82,0.0,0.0,26.8,0.26,1.56,4.32,3.18,0.31,0.21,0.36,0.16,0.1,0.57,0.31,0.0,0.0,0.26,0.0,0.0,0.89,0.52,0.31,0.26,0.31,0.1,0.42,0.31,0.83,0.05,0.78,0.36,1.25,0.52,0.0,49.9,0.47,4.43,14.0,32.3,7.45,49.9,4.27,1.72,1.93,33.3,243.1,106.8,4.17,1.93,2.4,2.81,2.14,37.0,11.7,0.1,0.0,0.0,1.3,1.3,0.26,4.53,0.52,0.0,0.0,3.49,0.47,1.88,€45.00m,45000000.0,19.177777777777777,13.428571428571429,73.02452316076294,84.84848484848484,79.83333333333333,48.48484848484848,23.80952380952381,40.28103044496488,45.199063231850126,20.0,17.622173069956816,0.3650057937427578,0.005214368482039398,0.225260718424102,0.029721900347624564,0.17937427578215528,1.7363847045191192,0.04640787949015064,0.018771726535341832,1.8,0.19624275782155273,0.3532369640787949,10
Martín Zubimendi,ESP,MF,Real Sociedad,La Liga,24,19,18,1601,1,0.11,9.090909090909092,9.090909090909092,19.1,0.0,0.0,0.0,45.0,53.4,775.8,251.1,20.4,22.9,21.1,23.5,3.03,4.94,0.11,0.51,4.94,0.51,0.0,5.45,53.4,51.5,1.63,1.4,0.17,0.28,0.11,0.11,0.0,0.0,0.0,0.0,45.0,0.28,0.62,1.29,1.24,0.0,0.0,0.0,0.06,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,1.97,1.07,0.67,1.07,0.22,0.73,1.29,0.56,1.24,0.51,0.73,0.96,2.92,1.85,0.17,61.3,3.31,16.9,38.5,6.57,0.51,61.3,0.56,0.22,0.17,37.1,192.3,107.8,1.12,0.73,0.06,0.67,0.51,42.5,0.62,0.34,0.0,0.0,1.63,0.84,0.06,0.11,1.07,0.0,0.0,6.18,2.19,0.9,€80.00m,80000000.0,17.788888888888888,11.0,84.26966292134833,89.08296943231441,89.7872340425532,61.336032388663966,56.58914728682171,39.285714285714285,30.357142857142854,70.87378640776699,18.197537205138154,0.05621486570893192,0.006183635227982511,0.07251717676452218,0.012367270455965022,0.306371018113679,2.0855715178013745,0.11074328544659588,0.05396627108057464,1.4,0.06790755777638977,0.09507058088694567,7
Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,28,20,20,1661,4,1.35,2.962962962962963,2.962962962962963,18.7,0.38,0.0,0.05,19.2,30.7,311.9,80.5,9.78,12.2,5.84,9.84,2.11,5.68,0.27,2.05,1.19,0.65,0.16,1.62,30.7,23.5,6.92,2.16,0.27,0.32,5.19,0.22,2.97,0.59,1.62,0.05,19.2,0.32,0.54,3.84,2.49,1.08,0.11,0.05,0.11,0.0,0.86,0.54,0.22,0.05,0.0,0.05,0.0,0.32,0.16,0.05,0.22,0.05,0.11,0.54,0.43,0.27,0.0,0.27,0.32,0.65,1.41,0.05,39.6,1.84,3.62,14.5,21.6,4.49,39.6,1.03,0.32,0.65,18.2,65.9,28.2,0.92,0.54,0.59,1.73,0.59,23.2,7.41,0.05,0.0,0.0,0.0,0.59,0.32,5.19,0.16,0.05,0.0,3.46,1.03,1.08,€2.00m,2000000.0,18.455555555555556,33.75,62.54071661237784,80.16393442622952,59.34959349593496,37.147887323943664,20.37037037037037,31.06796116504854,63.10679611650486,48.81516587677724,14.508658238524095,0.21673690547862734,0.014629741119807346,0.20806742925948224,0.04659843467790487,0.08777844671884408,0.9861529199277543,0.017338952438290187,0.017338952438290187,1.0,0.13616496086694763,0.13616496086694763,4
Marvin Friedrich,GER,DF,M'Gladbach,Bundesliga,27,15,10,964,1,0.28,3.571428571428571,3.571428571428571,13.5,0.0,0.0,0.0,58.9,69.2,1107.4,354.7,21.0,22.5,32.8,35.2,4.67,9.72,0.0,0.37,1.5,0.0,0.0,2.8,69.2,65.8,2.99,2.71,0.09,0.56,0.0,0.28,0.0,0.0,0.0,0.0,58.9,0.37,0.47,0.65,0.56,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.84,0.93,0.19,0.09,0.75,0.93,0.19,0.84,0.37,0.47,1.03,2.24,3.64,0.0,78.1,8.41,47.5,28.6,2.71,1.68,78.1,0.09,0.09,0.0,45.6,203.0,101.8,0.28,0.19,0.0,0.28,0.19,55.5,0.37,0.09,0.0,0.0,0.09,0.19,0.0,0.0,0.84,0.0,0.0,4.95,2.9,1.21,€1.80m,1800000.0,10.71111111111111,28.000000000000004,85.11560693641617,93.33333333333333,93.18181818181816,48.04526748971193,80.64516129032258,100.0,0.0,70.55961070559611,14.403297778421795,0.09336099585062241,0.0,0.06068464730290457,0.0,0.26141078838174275,4.257261410788383,0.11296680497925311,0.09616182572614108,1.0,0.07095435684647304,0.07095435684647304,4
